CUSTOMER_CODE,INVOICE_CODE,AMOUNT,DATE
CUST0000026690,IN00081382,370.26,24-08-2011
CUST0000008575,IN00075106,137.12,03-05-2017
CUST0000039975,IN00074325,201.46,13-11-2011
CUST0000003933,IN00096519,391.55,12-02-2015
CUST0000029626,IN00046015,40.36,30-07-2011
CUST0000087883,IN00085462,515.82,07-04-2016
CUST0000031818,IN00001316,364.04,25-01-2012
CUST0000098062,IN00088777,88.76,22-11-2014
CUST0000072205,IN00025582,679.15,28-08-2021
CUST0000065593,IN00056416,175.63,22-12-2013
CUST0000051658,IN00085969,245.9,12-08-2017
CUST0000098737,IN00037042,680.45,31-08-2017
CUST0000083901,IN00045965,159.37,26-09-2012
CUST0000001491,IN00095922,473.97,07-12-2014
CUST0000099012,IN00047718,469.89,24-06-2016
CUST0000097027,IN00080176,199.94,26-03-2018
CUST0000076104,IN00060779,886.56,18-09-2021
CUST0000016153,IN00008895,454.56,24-04-2019
CUST0000037047,IN00059037,881.32,24-01-2016
CUST0000054984,IN00069415,584.53,26-09-2012
CUST0000099952,IN00032684,242.44,13-05-2021
CUST0000087995,IN00080184,724.77,19-02-2018
CUST0000079034,IN00069263,765.31,27-04-2018
CUST0000027606,IN00044563,60.09,02-07-2013
CUST0000053846,IN00006762,519.72,23-10-2012
CUST0000058768,IN00070936,269.48,12-07-2021
CUST0000021797,IN00045084,959.35,29-03-2017
CUST0000035224,IN00090493,356.7,13-02-2017
CUST0000070093,IN00018249,721.97,04-06-2011
CUST0000000696,IN00039892,825.4,10-05-2013
CUST0000037227,IN00024885,223.78,18-11-2018
CUST0000052071,IN00024131,159.51,03-11-2013
CUST0000091239,IN00064856,897.72,24-01-2018
CUST0000007458,IN00039549,991.46,09-07-2020
CUST0000049835,IN00081298,722.49,27-03-2015
CUST0000032999,IN00046033,612.27,06-04-2015
CUST0000077748,IN00053708,296.48,09-06-2018
CUST0000077047,IN00019055,871.6,12-01-2016
CUST0000045743,IN00041151,936.07,07-10-2015
CUST0000038495,IN00030048,401.37,31-05-2011
CUST0000009587,IN00031997,295.56,23-02-2016
CUST0000032327,IN00076709,622.37,16-06-2014
CUST0000085815,IN00096622,585.97,25-02-2015
CUST0000080991,IN00060652,371.64,02-01-2020
CUST0000073305,IN00092579,255.38,05-12-2017
CUST0000053420,IN00081221,955.62,08-08-2015
CUST0000079194,IN00078085,834.9,08-01-2013
CUST0000037650,IN00006933,916.51,02-11-2012
CUST0000060065,IN00072653,783.47,01-09-2014
CUST0000073579,IN00089011,183.61,20-04-2016
CUST0000088061,IN00044384,777.81,01-10-2017
CUST0000041292,IN00092318,122.26,15-03-2016
CUST0000044990,IN00073374,847.47,22-12-2011
CUST0000076895,IN00067386,463.82,11-03-2020
CUST0000032460,IN00003429,737.72,17-12-2011
CUST0000035136,IN00077956,605.81,25-04-2014
CUST0000012734,IN00062393,962.28,22-12-2016
CUST0000024337,IN00077019,851.12,04-03-2011
CUST0000040019,IN00088113,898.81,26-08-2011
CUST0000094127,IN00042370,257.84,25-01-2017
CUST0000069488,IN00016876,593.63,07-03-2017
CUST0000083586,IN00059688,788.83,01-05-2017
CUST0000025981,IN00006658,953.38,31-01-2013
CUST0000055657,IN00031080,601.13,26-04-2017
CUST0000077249,IN00037626,940.75,23-10-2013
CUST0000064025,IN00095385,342.89,05-11-2016
CUST0000082262,IN00034133,678.56,03-02-2017
CUST0000084549,IN00083376,754.99,15-08-2021
CUST0000008383,IN00074953,438.75,23-12-2016
CUST0000048708,IN00039623,993.02,20-09-2014
CUST0000086801,IN00030579,47.9,01-09-2016
CUST0000014977,IN00030216,328.71,09-06-2018
CUST0000000636,IN00028014,85.07,26-12-2011
CUST0000065557,IN00016725,776,19-04-2013
CUST0000001571,IN00040285,227.37,05-01-2017
CUST0000012609,IN00000747,560.4,23-03-2017
CUST0000086384,IN00003733,77.64,20-10-2011
CUST0000096715,IN00094390,436.07,29-08-2019
CUST0000012943,IN00091802,581.97,19-10-2014
CUST0000030315,IN00000622,795.46,20-06-2019
CUST0000089124,IN00033771,400.66,12-01-2021
CUST0000064726,IN00068526,617.88,29-11-2011
CUST0000023667,IN00049006,933.03,14-01-2017
CUST0000099883,IN00078871,650.73,03-11-2013
CUST0000089627,IN00065313,468.91,18-04-2014
CUST0000067253,IN00081584,34.44,18-05-2011
CUST0000047526,IN00025766,67.61,12-10-2011
CUST0000059120,IN00000907,469.53,19-02-2016
CUST0000046779,IN00064238,705.44,18-08-2019
CUST0000003114,IN00003981,18.11,21-12-2016
CUST0000082767,IN00097162,584.38,24-02-2021
CUST0000057185,IN00098548,860.25,09-05-2018
CUST0000068819,IN00019505,722.7,12-04-2020
CUST0000095694,IN00051671,334.19,01-10-2016
CUST0000080882,IN00002503,124.38,12-01-2021
CUST0000004175,IN00045958,585.25,04-12-2020
CUST0000071716,IN00081838,841.11,03-01-2016
CUST0000013326,IN00061726,958.22,21-11-2011
CUST0000032312,IN00096419,489.87,15-09-2012
CUST0000037097,IN00016437,496.41,09-05-2016
CUST0000034414,IN00095061,296.46,17-04-2011
CUST0000060419,IN00008019,302.74,13-01-2021
CUST0000052361,IN00031874,59.93,10-07-2019
CUST0000023030,IN00075826,783.7,25-07-2021
CUST0000021215,IN00054318,277.3,30-03-2012
CUST0000098132,IN00018414,251.12,15-09-2017
CUST0000078799,IN00063609,970.92,09-04-2013
CUST0000022159,IN00030957,866.99,02-06-2012
CUST0000025102,IN00068356,580.14,23-12-2017
CUST0000093767,IN00041349,777.05,26-12-2013
CUST0000014850,IN00086037,813.85,18-06-2016
CUST0000031271,IN00031964,557.06,01-03-2011
CUST0000049436,IN00076867,847.45,23-05-2020
CUST0000079670,IN00062617,718.8,10-07-2019
CUST0000098611,IN00029237,914.53,26-09-2021
CUST0000013751,IN00065332,627.73,18-11-2014
CUST0000099564,IN00061513,748.35,25-02-2019
CUST0000055154,IN00088554,927.77,16-06-2017
CUST0000068685,IN00065074,599.15,11-06-2019
CUST0000066335,IN00039986,836.93,28-04-2011
CUST0000020028,IN00045291,414.97,19-11-2020
CUST0000012786,IN00004187,701.1,26-09-2017
CUST0000096422,IN00096641,621.01,18-12-2015
CUST0000079554,IN00064577,136.88,11-06-2012
CUST0000039292,IN00034166,829.9,25-09-2013
CUST0000055033,IN00060115,733.87,28-01-2021
CUST0000052035,IN00069334,835.62,18-04-2011
CUST0000029326,IN00009348,426.39,01-09-2014
CUST0000038428,IN00058793,63.44,17-08-2011
CUST0000044817,IN00058377,453.9,06-05-2017
CUST0000023687,IN00034431,20.77,02-12-2013
CUST0000030022,IN00070130,124.62,11-09-2019
CUST0000090057,IN00024458,943.9,15-08-2017
CUST0000050545,IN00030153,602.04,21-07-2016
CUST0000095691,IN00080347,211.75,24-01-2014
CUST0000066208,IN00089014,881.53,18-06-2016
CUST0000026961,IN00021414,36.43,08-08-2020
CUST0000072560,IN00046086,251.76,02-09-2011
CUST0000068926,IN00023405,673.42,04-06-2017
CUST0000039936,IN00057501,878.38,03-01-2017
CUST0000077156,IN00040645,379.14,19-03-2011
CUST0000028894,IN00015221,988.02,11-02-2020
CUST0000078110,IN00001792,234.76,18-08-2016
CUST0000007159,IN00067740,332.54,15-09-2011
CUST0000011790,IN00086625,596.3,04-04-2018
CUST0000001845,IN00006142,594.57,10-02-2014
CUST0000078812,IN00021475,628.17,31-03-2018
CUST0000085945,IN00066612,328.48,28-04-2015
CUST0000071977,IN00059669,145.13,24-09-2018
CUST0000031320,IN00025212,148.34,16-05-2014
CUST0000090296,IN00012433,305.31,18-09-2018
CUST0000031570,IN00068156,190.76,03-02-2020
CUST0000027380,IN00051921,965.16,03-02-2016
CUST0000041584,IN00077392,949.85,23-09-2018
CUST0000053686,IN00009933,889.18,04-11-2021
CUST0000018893,IN00012876,232.65,05-12-2012
CUST0000085945,IN00095859,164.62,30-09-2012
CUST0000050148,IN00067942,750.24,22-10-2015
CUST0000075247,IN00018630,513.03,08-02-2019
CUST0000003373,IN00008635,658.91,15-10-2017
CUST0000089035,IN00015693,625.68,11-08-2016
CUST0000044937,IN00015328,891.85,02-07-2014
CUST0000089193,IN00031260,614.77,14-01-2020
CUST0000081415,IN00020674,31.54,23-09-2016
CUST0000022895,IN00076868,467.82,25-11-2014
CUST0000050909,IN00012524,807.51,16-03-2011
CUST0000068925,IN00000807,803.98,22-08-2015
CUST0000039944,IN00029498,817.12,22-11-2011
CUST0000038990,IN00038898,686.73,28-10-2021
CUST0000090407,IN00014325,415.74,27-09-2015
CUST0000011825,IN00031560,485.29,24-07-2019
CUST0000037079,IN00054364,328.87,12-08-2011
CUST0000030340,IN00072210,543.19,30-09-2020
CUST0000028176,IN00057209,434.94,21-11-2018
CUST0000072804,IN00091647,379.75,29-04-2012
CUST0000075956,IN00066881,101.21,11-05-2012
CUST0000095984,IN00083376,476.17,14-10-2016
CUST0000062855,IN00087464,7.6,30-03-2019
CUST0000021217,IN00003032,817.94,18-10-2016
CUST0000011754,IN00044407,643.87,24-10-2016
CUST0000018388,IN00038857,705.19,18-04-2020
CUST0000025271,IN00086005,360.32,26-04-2021
CUST0000023175,IN00014746,567.36,05-08-2018
CUST0000050763,IN00064169,468.78,02-03-2021
CUST0000034402,IN00079950,300.84,01-01-2016
CUST0000071553,IN00059996,533.23,20-09-2015
CUST0000004388,IN00090813,400.82,22-05-2011
CUST0000011147,IN00089793,446.24,14-01-2019
CUST0000062534,IN00048910,633.53,14-01-2012
CUST0000026063,IN00044050,271.24,28-04-2021
CUST0000062467,IN00095838,803.49,05-02-2013
CUST0000065291,IN00005567,367.06,17-03-2018
CUST0000046969,IN00073616,469.98,30-09-2018
CUST0000043567,IN00023284,80.17,26-01-2019
CUST0000015185,IN00013180,47.27,30-10-2016
CUST0000099488,IN00013879,109.26,30-07-2018
CUST0000039247,IN00062532,262.16,04-10-2019
CUST0000072299,IN00079593,856.48,09-11-2018
CUST0000017874,IN00072503,453.59,13-02-2017
CUST0000082719,IN00071823,718.27,19-02-2019
CUST0000087522,IN00035423,530.58,11-10-2020
CUST0000004126,IN00075206,667.89,04-04-2016
CUST0000091974,IN00020806,583.77,18-04-2012
CUST0000006688,IN00085085,406.85,21-06-2012
CUST0000062765,IN00068760,254.7,23-08-2011
CUST0000093100,IN00061765,698.83,08-05-2019
CUST0000080461,IN00076958,925.42,22-03-2019
CUST0000070579,IN00018225,21.43,30-04-2015
CUST0000034848,IN00089987,844.56,14-10-2021
CUST0000072590,IN00096820,801.33,14-07-2015
CUST0000002909,IN00079142,547.49,06-04-2015
CUST0000091179,IN00094635,503.83,25-07-2015
CUST0000017491,IN00021005,24.14,31-10-2016
CUST0000093877,IN00043949,952.31,24-06-2015
CUST0000034767,IN00006361,617.17,25-03-2017
CUST0000031457,IN00071247,975.62,03-02-2018
CUST0000018360,IN00008357,919.36,01-05-2013
CUST0000057494,IN00046909,712.37,20-02-2017
CUST0000003833,IN00005920,687.75,06-10-2012
CUST0000021319,IN00097630,871.2,21-11-2015
CUST0000044034,IN00087717,601.16,07-03-2013
CUST0000014270,IN00068416,997.18,24-05-2019
CUST0000093956,IN00035673,257.82,16-02-2021
CUST0000058389,IN00078708,787.03,05-09-2012
CUST0000030649,IN00047107,197.37,01-07-2018
CUST0000037616,IN00090528,166.72,08-08-2013
CUST0000059007,IN00082664,911.93,16-02-2014
CUST0000039710,IN00081092,252.78,03-03-2021
CUST0000021815,IN00007354,130.37,02-05-2012
CUST0000051173,IN00036579,55.82,13-02-2021
CUST0000098779,IN00074722,823.79,15-06-2012
CUST0000069881,IN00048076,240.28,18-05-2016
CUST0000021612,IN00092792,279.08,07-12-2015
CUST0000040561,IN00034628,902.81,02-06-2012
CUST0000092245,IN00048925,212.81,05-10-2013
CUST0000064234,IN00070090,9.84,14-01-2012
CUST0000093699,IN00000342,211.73,31-03-2017
CUST0000049363,IN00072793,144.26,27-06-2012
CUST0000001596,IN00028087,281.18,06-05-2011
CUST0000055393,IN00035376,425.56,25-02-2017
CUST0000084807,IN00021674,386.68,11-07-2018
CUST0000086529,IN00034995,887.92,25-02-2019
CUST0000060103,IN00010024,996.72,12-03-2016
CUST0000065826,IN00023698,484.16,10-06-2012
CUST0000037456,IN00072051,667.54,08-09-2018
CUST0000078996,IN00040626,725.93,23-06-2015
CUST0000088401,IN00032271,647.44,22-09-2012
CUST0000049051,IN00024957,188.99,31-08-2017
CUST0000083330,IN00037993,149.33,26-04-2018
CUST0000094971,IN00074862,81.89,15-06-2013
CUST0000064424,IN00074561,803.1,25-09-2017
CUST0000015813,IN00066867,59.55,16-04-2014
CUST0000029200,IN00048579,569.82,17-03-2015
CUST0000073387,IN00088109,907.36,26-06-2021
CUST0000054640,IN00019421,773.94,25-02-2012
CUST0000091737,IN00085924,781.12,02-04-2012
CUST0000011454,IN00005410,573.61,27-05-2019
CUST0000088902,IN00091158,787.73,05-10-2013
CUST0000026460,IN00015653,471.44,03-10-2011
CUST0000097637,IN00048116,310.41,28-07-2011
CUST0000052399,IN00057075,215.18,11-07-2012
CUST0000091329,IN00011016,380.37,22-04-2018
CUST0000080192,IN00099178,639.64,23-09-2012
CUST0000029234,IN00064747,674.2,09-07-2015
CUST0000066361,IN00022057,321.51,17-06-2017
CUST0000062990,IN00033801,775.9,11-06-2015
CUST0000045098,IN00073166,670.39,06-11-2018
CUST0000019322,IN00044701,606.06,25-10-2020
CUST0000014859,IN00018248,676.04,10-09-2014
CUST0000079563,IN00006611,284.46,26-03-2021
CUST0000043958,IN00079870,922.82,05-06-2014
CUST0000093194,IN00040685,453.83,12-04-2015
CUST0000052293,IN00099097,845.07,24-06-2020
CUST0000030559,IN00085264,988.59,31-12-2020
CUST0000086105,IN00044134,323.81,12-04-2020
CUST0000001978,IN00045950,487.36,01-12-2017
CUST0000090428,IN00081908,367.14,26-11-2017
CUST0000027234,IN00058163,964.03,04-08-2020
CUST0000007568,IN00053779,147.88,05-04-2018
CUST0000099767,IN00078756,994.14,30-10-2011
CUST0000040069,IN00099451,43.92,29-04-2016
CUST0000052996,IN00011523,537.21,27-02-2018
CUST0000066498,IN00081325,667,10-08-2020
CUST0000062810,IN00092568,727.54,18-04-2018
CUST0000011082,IN00018512,86.1,02-08-2019
CUST0000097043,IN00061613,947.69,10-04-2017
CUST0000019430,IN00000539,509.54,18-01-2021
CUST0000065313,IN00059350,93.68,22-04-2018
CUST0000097642,IN00032402,782.07,02-06-2018
CUST0000096992,IN00049929,812.96,20-11-2011
CUST0000065743,IN00060218,419.02,20-10-2016
CUST0000012815,IN00025543,81.13,09-10-2014
CUST0000059355,IN00047092,881.37,08-03-2018
CUST0000067870,IN00080855,679.41,18-10-2016
CUST0000074009,IN00073449,347.73,13-07-2018
CUST0000020543,IN00016318,282.01,25-03-2016
CUST0000042481,IN00054635,141,03-08-2012
CUST0000058428,IN00072862,386.91,22-09-2015
CUST0000042725,IN00044949,930.21,12-12-2011
CUST0000080491,IN00032305,512.82,26-04-2014
CUST0000053743,IN00073799,435.39,14-09-2014
CUST0000049104,IN00036811,914.82,26-02-2011
CUST0000081235,IN00065358,498.18,05-04-2012
CUST0000075848,IN00021252,75.83,13-08-2016
CUST0000049595,IN00035720,217.75,29-12-2017
CUST0000086487,IN00002777,691.28,15-11-2011
CUST0000085170,IN00089719,857.89,17-08-2011
CUST0000035496,IN00057046,653.39,24-07-2019
CUST0000014046,IN00047433,73.04,11-03-2013
CUST0000069974,IN00002934,63.58,12-06-2021
CUST0000024776,IN00075123,231.1,26-02-2012
CUST0000048093,IN00008541,333.49,12-05-2012
CUST0000050315,IN00016802,167.21,19-12-2020
CUST0000070783,IN00018374,147.57,20-09-2015
CUST0000071943,IN00060772,862.21,23-01-2020
CUST0000087953,IN00026057,537.56,28-04-2015
CUST0000027868,IN00013869,18.41,29-01-2015
CUST0000031902,IN00056927,730.97,29-08-2014
CUST0000074650,IN00040201,847.84,08-08-2013
CUST0000089229,IN00065927,603.51,26-11-2017
CUST0000097208,IN00028806,49.85,15-02-2019
CUST0000026622,IN00016991,218.81,03-01-2012
CUST0000023441,IN00064755,326.09,06-04-2018
CUST0000088777,IN00087639,86.34,07-04-2012
CUST0000060843,IN00088348,249.88,18-06-2013
CUST0000055112,IN00014173,509.29,07-12-2019
CUST0000034492,IN00037846,657.49,24-09-2020
CUST0000021342,IN00055594,315.66,04-08-2021
CUST0000053198,IN00039045,665.79,17-06-2016
CUST0000043323,IN00076493,876.92,31-07-2015
CUST0000004813,IN00088667,357.73,28-04-2013
CUST0000091820,IN00039192,377.03,14-07-2011
CUST0000082821,IN00095054,979.15,28-08-2013
CUST0000008266,IN00074888,614.82,06-01-2019
CUST0000000443,IN00015110,988.07,14-04-2011
CUST0000071261,IN00084075,513.66,18-11-2013
CUST0000015353,IN00060658,936.54,09-09-2013
CUST0000073312,IN00016899,396.41,17-03-2020
CUST0000057977,IN00077791,403.55,17-12-2014
CUST0000049747,IN00013668,208.8,16-04-2011
CUST0000041739,IN00093808,7.87,28-05-2015
CUST0000005758,IN00006904,178.53,18-09-2013
CUST0000019014,IN00041440,299.58,14-01-2017
CUST0000050374,IN00039000,336.18,23-02-2019
CUST0000027049,IN00055578,281.05,14-10-2011
CUST0000016988,IN00053239,110.77,24-11-2014
CUST0000008581,IN00015745,638.41,04-04-2019
CUST0000071864,IN00087362,328.46,06-06-2015
CUST0000007429,IN00024133,140.39,17-08-2018
CUST0000072336,IN00057015,367.06,09-01-2020
CUST0000057607,IN00017797,211.89,20-04-2019
CUST0000008874,IN00083846,1.89,22-12-2012
CUST0000011372,IN00024533,12.66,08-12-2019
CUST0000079534,IN00045881,506.15,15-02-2012
CUST0000048965,IN00067846,967.75,15-04-2015
CUST0000000297,IN00034778,610.8,22-05-2021
CUST0000016918,IN00075639,43.22,28-02-2014
CUST0000036878,IN00096340,854.76,15-02-2019
CUST0000082476,IN00048062,640.56,18-11-2012
CUST0000035413,IN00088927,544.14,03-06-2012
CUST0000088677,IN00035751,175.72,22-01-2017
CUST0000064757,IN00001837,774.27,09-03-2012
CUST0000073223,IN00060197,178.25,21-07-2017
CUST0000019542,IN00003386,295.41,05-08-2019
CUST0000030768,IN00007725,105.37,08-11-2020
CUST0000010168,IN00099803,938.7,06-04-2014
CUST0000076126,IN00017107,615.61,01-08-2021
CUST0000058849,IN00027198,71.12,25-03-2021
CUST0000039855,IN00083468,456.4,02-05-2019
CUST0000059033,IN00091986,835.5,22-07-2014
CUST0000096870,IN00039398,820.08,30-04-2016
CUST0000084275,IN00014726,137.68,27-04-2021
CUST0000019250,IN00082643,788.48,26-03-2015
CUST0000048293,IN00026321,719.84,16-03-2015
CUST0000049803,IN00030343,880.82,21-04-2011
CUST0000081631,IN00062058,541.67,15-04-2012
CUST0000067202,IN00026038,347.44,15-08-2011
CUST0000046554,IN00081514,334.63,11-06-2014
CUST0000052320,IN00019255,409.78,24-11-2021
CUST0000020629,IN00047691,194.12,16-01-2013
CUST0000067526,IN00012876,783.13,15-06-2012
CUST0000077887,IN00064886,982.79,12-08-2014
CUST0000044853,IN00062038,211.68,24-11-2021
CUST0000099655,IN00002969,573.31,03-09-2021
CUST0000087074,IN00046719,681.54,07-03-2019
CUST0000053459,IN00039806,740.37,13-11-2015
CUST0000053011,IN00078589,597.95,14-04-2015
CUST0000047291,IN00074083,322.32,15-07-2012
CUST0000085884,IN00053995,759.88,19-10-2020
CUST0000013890,IN00075112,75.31,18-08-2011
CUST0000066397,IN00011816,151.83,08-09-2019
CUST0000074128,IN00052103,299.73,08-04-2011
CUST0000059928,IN00046412,604.62,21-01-2019
CUST0000031123,IN00092610,329.76,11-02-2013
CUST0000086239,IN00033821,771.93,31-01-2014
CUST0000029703,IN00026345,470.96,26-06-2015
CUST0000087900,IN00018468,512.63,23-11-2016
CUST0000001011,IN00044624,358.96,21-04-2012
CUST0000043607,IN00048713,436.04,15-02-2013
CUST0000008924,IN00087219,316.19,10-10-2021
CUST0000076395,IN00093506,655.58,23-12-2011
CUST0000028692,IN00044356,308.57,23-08-2020
CUST0000018553,IN00092217,492.05,04-02-2020
CUST0000088188,IN00000615,950.52,07-09-2015
CUST0000089281,IN00003433,580.84,21-10-2016
CUST0000085306,IN00073861,618.96,27-10-2013
CUST0000035951,IN00045815,714.09,14-12-2019
CUST0000052668,IN00087589,423.15,23-10-2019
CUST0000000169,IN00054376,719.51,12-06-2016
CUST0000059992,IN00070281,987.42,06-12-2012
CUST0000007604,IN00008759,152.74,17-05-2017
CUST0000033123,IN00091854,696.87,06-01-2018
CUST0000000244,IN00043309,970.97,01-01-2011
CUST0000091674,IN00066327,871.34,28-04-2013
CUST0000085110,IN00016351,589.97,20-12-2011
CUST0000060806,IN00042433,705.27,26-08-2021
CUST0000068824,IN00088186,21.7,04-04-2018
CUST0000080402,IN00025125,252.54,28-11-2013
CUST0000097588,IN00007010,572.84,12-01-2020
CUST0000048335,IN00040702,896.65,10-02-2014
CUST0000014143,IN00027388,24.47,12-12-2016
CUST0000076465,IN00034900,164.58,24-11-2017
CUST0000089165,IN00013009,848.53,12-06-2018
CUST0000011184,IN00076905,851.81,08-11-2018
CUST0000088939,IN00074833,766.76,15-10-2019
CUST0000057853,IN00074226,284.26,03-04-2016
CUST0000090457,IN00008001,302.25,18-09-2011
CUST0000067948,IN00086857,813.41,25-12-2019
CUST0000075612,IN00033845,606.31,27-08-2015
CUST0000094416,IN00023763,396.09,13-09-2021
CUST0000060722,IN00091718,784.71,18-08-2020
CUST0000069496,IN00011815,12.5,28-03-2015
CUST0000037020,IN00080949,297.28,07-09-2019
CUST0000061332,IN00026249,27.45,19-09-2018
CUST0000084301,IN00008149,631.5,08-12-2021
CUST0000048750,IN00019069,611.05,08-07-2016
CUST0000056156,IN00051188,321.59,16-08-2017
CUST0000042295,IN00068915,363.15,08-03-2013
CUST0000057550,IN00082970,611.03,05-07-2021
CUST0000040604,IN00001890,16.47,14-10-2020
CUST0000003980,IN00005683,969.95,23-04-2013
CUST0000003441,IN00009110,110.75,16-10-2016
CUST0000022143,IN00065172,841.73,29-12-2020
CUST0000024173,IN00003511,401.55,17-07-2014
CUST0000054831,IN00039997,505.85,24-06-2018
CUST0000037196,IN00008282,853.96,14-01-2020
CUST0000080727,IN00010686,966.68,31-12-2011
CUST0000039743,IN00037700,265.83,02-08-2015
CUST0000046352,IN00042369,574.04,13-05-2020
CUST0000074332,IN00052662,301.3,25-04-2011
CUST0000057805,IN00073941,292.8,03-12-2020
CUST0000086846,IN00056059,863.7,05-12-2018
CUST0000021203,IN00091934,397.95,17-05-2019
CUST0000037608,IN00004175,343.19,21-10-2014
CUST0000093336,IN00082312,10.51,13-01-2011
CUST0000083981,IN00006367,287.39,24-12-2011
CUST0000048109,IN00064763,938.07,15-02-2018
CUST0000005502,IN00035805,329.78,29-09-2020
CUST0000001282,IN00074938,759.8,04-05-2012
CUST0000064675,IN00005037,43.06,20-09-2014
CUST0000044990,IN00082585,762.36,30-09-2021
CUST0000048269,IN00098307,477.15,29-09-2016
CUST0000001275,IN00017300,134.7,26-12-2017
CUST0000006534,IN00046255,608.19,29-08-2016
CUST0000037521,IN00055343,8.85,25-02-2017
CUST0000021561,IN00080696,923.98,13-06-2019
CUST0000097947,IN00058730,41.62,14-03-2017
CUST0000044311,IN00093522,208.51,15-01-2012
CUST0000073565,IN00075882,666.59,25-11-2013
CUST0000099747,IN00032671,661.3,13-07-2011
CUST0000058626,IN00003393,308.08,03-03-2013
CUST0000073684,IN00080451,433.13,31-08-2011
CUST0000091243,IN00058545,252.59,20-10-2015
CUST0000085349,IN00047881,56.45,09-01-2015
CUST0000034238,IN00088972,436.24,05-08-2016
CUST0000095217,IN00077551,816.74,10-03-2014
CUST0000043793,IN00009882,333.8,08-05-2019
CUST0000055461,IN00079898,401.91,25-09-2018
CUST0000016669,IN00025956,826.74,08-01-2020
CUST0000028977,IN00031949,187.68,18-02-2021
CUST0000022470,IN00025023,526.14,25-06-2020
CUST0000033441,IN00097701,671.32,08-02-2012
CUST0000002502,IN00076333,499.99,02-04-2019
CUST0000067125,IN00063772,990.42,20-01-2016
CUST0000046864,IN00064425,285.98,03-09-2016
CUST0000096184,IN00011574,88.14,06-09-2016
CUST0000088046,IN00045317,825.13,24-06-2021
CUST0000063377,IN00035059,48.92,11-04-2016
CUST0000022951,IN00017234,49.37,06-09-2017
CUST0000000042,IN00001887,86.27,03-03-2012
CUST0000057616,IN00033709,105.19,16-03-2020
CUST0000001588,IN00057967,878.66,13-07-2012
CUST0000086321,IN00050018,805.43,27-05-2013
CUST0000038224,IN00073174,234.8,13-03-2019
CUST0000030246,IN00058444,682.74,30-07-2020
CUST0000026134,IN00001261,858.17,23-10-2016
CUST0000011834,IN00020557,268.74,14-09-2016
CUST0000090065,IN00038915,616.58,05-09-2020
CUST0000044717,IN00029095,278.23,05-06-2013
CUST0000086737,IN00012776,714.55,05-12-2020
CUST0000095909,IN00046103,187.08,22-12-2017
CUST0000077356,IN00019043,598.06,16-01-2020
CUST0000031471,IN00099099,134.53,04-11-2013
CUST0000020673,IN00016070,9.94,29-12-2021
CUST0000014403,IN00064318,751.09,25-01-2018
CUST0000030761,IN00083335,279.7,23-04-2015
CUST0000028726,IN00039055,1.11,14-06-2016
CUST0000089052,IN00007234,530.97,17-01-2017
CUST0000080140,IN00037521,409.14,07-12-2016
CUST0000041795,IN00091016,468.41,08-03-2015
CUST0000028423,IN00088070,929.87,03-02-2018
CUST0000015674,IN00045910,759.99,25-04-2017
CUST0000027671,IN00046040,923.03,05-08-2021
CUST0000070437,IN00044692,973.21,08-07-2014
CUST0000001426,IN00069065,226.03,13-01-2020
CUST0000074192,IN00037250,943.33,01-07-2014
CUST0000057757,IN00074573,303.93,30-10-2019
CUST0000068220,IN00040525,142.72,23-06-2017
CUST0000006347,IN00064782,904.87,23-02-2013
CUST0000017139,IN00075608,211.97,05-01-2017
CUST0000068506,IN00025998,338,22-08-2016
CUST0000026730,IN00038842,461.31,25-11-2021
CUST0000025987,IN00035820,604.05,18-04-2019
CUST0000013596,IN00047966,113.06,05-11-2012
CUST0000099143,IN00049738,738.35,16-11-2013
CUST0000070661,IN00033267,788.84,01-10-2016
CUST0000002713,IN00069406,438.76,21-07-2017
CUST0000053244,IN00035227,710.45,08-08-2021
CUST0000012697,IN00078236,424.5,10-11-2016
CUST0000047866,IN00057496,39.27,17-03-2016
CUST0000079387,IN00054995,602.55,28-08-2021
CUST0000021939,IN00024304,198.13,04-06-2020
CUST0000031153,IN00088029,192.46,22-03-2013
CUST0000022903,IN00041420,650.13,16-06-2019
CUST0000009197,IN00031326,150.11,04-04-2013
CUST0000051805,IN00033636,934.21,15-12-2017
CUST0000005740,IN00001613,508.75,26-05-2014
CUST0000028888,IN00051832,102.91,06-02-2013
CUST0000074513,IN00018817,659.94,17-05-2012
CUST0000020827,IN00049036,498.56,01-07-2014
CUST0000020794,IN00012180,331.16,02-04-2020
CUST0000044298,IN00081525,77.93,29-03-2011
CUST0000022192,IN00032519,853.81,08-08-2019
CUST0000001388,IN00067273,409.82,11-04-2013
CUST0000096718,IN00005061,262.33,25-05-2020
CUST0000018957,IN00003575,689.47,27-04-2013
CUST0000066456,IN00084152,564.02,05-08-2017
CUST0000055586,IN00003820,96.31,08-09-2016
CUST0000095148,IN00090017,382.21,08-05-2019
CUST0000019571,IN00021987,745.32,26-11-2020
CUST0000007282,IN00078376,689.76,25-07-2017
CUST0000094924,IN00045073,301.24,17-02-2021
CUST0000050756,IN00076281,84.03,15-04-2014
CUST0000019123,IN00045697,994.08,17-07-2021
CUST0000097644,IN00040133,47.43,01-01-2012
CUST0000051324,IN00081958,74.04,31-01-2015
CUST0000076328,IN00039211,967.78,19-08-2017
CUST0000078303,IN00023016,127.21,22-08-2017
CUST0000052044,IN00029427,506.89,16-03-2021
